iter	TotalF1:average=Micro	MultiClass
970	1	0.07270582506
971	1	0.07264087905
972	1	0.07254298439
973	1	0.07247096244
974	1	0.07238985039
975	1	0.07230891451
976	1	0.07220724993
977	1	0.07208157999
978	1	0.0719391979
979	1	0.07187420491
980	1	0.07174047837
981	1	0.0716853095
982	1	0.07160413873
983	1	0.07150560401
984	1	0.07142490301
985	1	0.07133372609
986	1	0.0712196008
987	1	0.0711078185
988	1	0.07102828019
989	1	0.07093386772
990	1	0.07085699537
991	1	0.07079058719
992	1	0.07070326828
993	1	0.07060889104
994	1	0.07055035742
995	1	0.07047336763
996	1	0.07034197233
997	1	0.07018517998
998	1	0.07007095487
999	1	0.0699884335
