iter	Passed	Remaining
706	16956	7027
707	16981	7003
708	17006	6980
709	17030	6956
710	17055	6932
711	17079	6908
712	17102	6884
713	17126	6860
714	17151	6836
715	17177	6813
716	17203	6790
717	17227	6766
718	17251	6742
719	17275	6718
720	17299	6694
721	17324	6670
722	17350	6647
723	17374	6623
724	17400	6600
725	17424	6576
726	17449	6552
727	17476	6529
728	17499	6505
729	17525	6481
730	17550	6458
731	17576	6434
732	17601	6411
733	17626	6387
734	17652	6364
735	17678	6341
736	17706	6318
737	17733	6295
738	17758	6272
739	17783	6248
740	17811	6225
741	17836	6201
742	17861	6178
743	17889	6155
744	17916	6132
745	17942	6109
746	17969	6086
747	17993	6062
748	18019	6038
749	18045	6015
750	18071	5991
751	18097	5968
752	18121	5944
753	18146	5920
754	18171	5896
755	18196	5872
756	18222	5849
757	18247	5825
758	18270	5801
759	18296	5777
760	18321	5754
761	18348	5730
762	18373	5707
763	18398	5683
764	18422	5659
765	18448	5635
766	18473	5611
767	18497	5587
768	18523	5564
769	18546	5540
770	18571	5516
771	18596	5492
772	18620	5468
773	18645	5444
774	18669	5420
775	18695	5396
776	18720	5372
777	18744	5348
778	18771	5325
779	18798	5302
780	18825	5278
781	18853	5255
782	18880	5232
783	18908	5209
784	18934	5185
785	18959	5161
786	18985	5138
787	19009	5114
788	19034	5090
789	19062	5067
790	19090	5044
791	19115	5020
792	19142	4996
793	19167	4972
794	19193	4949
795	19218	4925
796	19243	4901
797	19268	4877
798	19293	4853
799	19318	4829
800	19341	4805
801	19368	4781
802	19396	4758
803	19422	4734
804	19448	4711
805	19473	4687
806	19497	4663
807	19523	4639
808	19548	4615
809	19573	4591
810	19599	4567
811	19624	4543
812	19649	4519
813	19673	4495
814	19698	4471
815	19724	4447
816	19748	4423
817	19772	4399
818	19799	4375
819	19825	4351
820	19851	4328
821	19877	4304
822	19902	4280
823	19927	4256
824	19952	4232
825	19976	4208
826	20003	4184
827	20027	4160
828	20053	4136
829	20078	4112
830	20103	4088
831	20129	4064
832	20156	4040
833	20180	4016
834	20207	3993
835	20233	3969
836	20264	3946
837	20292	3922
838	20319	3899
839	20345	3875
840	20371	3851
841	20397	3827
842	20423	3803
843	20449	3779
844	20474	3755
845	20499	3731
846	20522	3707
847	20550	3683
848	20578	3659
849	20605	3636
850	20632	3612
851	20659	3588
852	20685	3564
853	20709	3540
854	20735	3516
855	20761	3492
856	20786	3468
857	20811	3444
858	20837	3420
859	20863	3396
860	20889	3372
861	20916	3348
862	20944	3324
863	20970	3300
864	20996	3276
865	21023	3253
866	21047	3228
867	21072	3204
868	21100	3180
869	21125	3156
870	21150	3132
871	21175	3108
872	21200	3084
873	21226	3060
874	21252	3036
875	21276	3011
876	21301	2987
877	21325	2963
878	21351	2939
879	21376	2914
880	21401	2890
881	21427	2866
882	21451	2842
883	21477	2818
884	21504	2794
885	21532	2770
886	21557	2746
887	21582	2722
888	21608	2698
889	21633	2673
890	21657	2649
891	21681	2625
892	21706	2600
893	21732	2576
894	21760	2552
895	21788	2528
896	21814	2504
897	21841	2480
898	21868	2456
899	21896	2432
900	21923	2408
901	21950	2384
902	21975	2360
903	22001	2336
904	22029	2312
905	22053	2288
906	22078	2263
907	22106	2239
908	22133	2215
909	22161	2191
910	22186	2167
911	22215	2143
912	22243	2119
913	22269	2095
914	22294	2071
915	22319	2046
916	22345	2022
917	22371	1998
918	22401	1974
919	22428	1950
920	22455	1926
921	22480	1901
922	22505	1877
923	22530	1853
924	22556	1828
925	22584	1804
926	22610	1780
927	22636	1756
928	22661	1731
929	22687	1707
930	22711	1683
931	22738	1659
932	22763	1634
933	22788	1610
934	22811	1585
935	22835	1561
936	22860	1537
937	22886	1512
938	22911	1488
939	22936	1464
940	22960	1439
941	22985	1415
942	23009	1390
943	23035	1366
944	23059	1342
945	23083	1317
946	23107	1293
947	23132	1268
948	23157	1244
949	23184	1220
950	23208	1195
951	23232	1171
952	23258	1147
953	23285	1122
954	23311	1098
955	23335	1074
956	23364	1049
957	23389	1025
958	23415	1001
959	23440	976
960	23466	952
961	23493	928
962	23520	903
963	23544	879
964	23572	854
965	23601	830
966	23628	806
967	23655	781
968	23679	757
969	23706	733
970	23732	708
971	23758	684
972	23782	659
973	23808	635
974	23832	611
975	23856	586
976	23883	562
977	23911	537
978	23939	513
979	23965	489
980	23993	464
981	24017	440
982	24043	415
983	24068	391
984	24094	366
985	24120	342
986	24146	318
987	24173	293
988	24197	269
989	24223	244
990	24247	220
991	24271	195
992	24294	171
993	24320	146
994	24345	122
995	24370	97
996	24396	73
997	24424	48
998	24449	24
999	24475	0
