iter	TotalF1:average=Micro	MultiClass
87	0.7710217433	0.6758219867
88	0.7717914181	0.6713683969
89	0.7752549548	0.6668606769
90	0.7779488166	0.6637774374
91	0.7802578411	0.6615439117
92	0.7800654224	0.6579517201
93	0.7821820281	0.6546521153
94	0.7839137964	0.6517458187
95	0.7875697518	0.6479619142
96	0.7881470079	0.6451027104
97	0.7877621705	0.6429763469
98	0.7877621705	0.6408450483
99	0.7889166827	0.6376007563
100	0.7902636136	0.634538175
101	0.7912257071	0.6333835689
102	0.7912257071	0.6304022308
103	0.7952664999	0.626760168
104	0.7981527805	0.6243606039
105	0.7993072927	0.6221449089
106	0.8006542236	0.6202630571
107	0.8035405041	0.617239147
108	0.8046950164	0.6134034287
109	0.8066192034	0.6106389663
110	0.8085433904	0.609352881
111	0.8098903213	0.6068574773
112	0.8139311141	0.6029286921
113	0.8162401385	0.599833162
114	0.8177794882	0.5967768741
115	0.8208581874	0.5942872395
116	0.8218202809	0.5917169617
117	0.8243217241	0.5895411436
118	0.8245141428	0.5869195947
119	0.825668655	0.5844840401
120	0.8270155859	0.5813018721
121	0.8272080046	0.5797416276
122	0.8277852607	0.578092851
123	0.827592842	0.5759255309
124	0.8291321916	0.5727771032
125	0.8302867039	0.5713856601
126	0.8312487974	0.56860574
127	0.8322108909	0.5673833159
128	0.8341350779	0.5639882771
129	0.8366365211	0.5617896473
130	0.8391379642	0.5588313306
131	0.8381758707	0.5578681023
132	0.837983452	0.5561470668
133	0.8387531268	0.5547820474
134	0.839907639	0.5525996171
135	0.8401000577	0.5512827594
136	0.8410621512	0.5496153106
137	0.8422166635	0.5474729644
138	0.8445256879	0.5446033742
139	0.8445256879	0.5426903712
140	0.8464498749	0.5411643447
141	0.8481816433	0.5392851528
142	0.8487588994	0.5366306134
143	0.8495285742	0.5348965712
144	0.8508755051	0.5332075684
145	0.8520300173	0.5311664072
146	0.8545314605	0.5286759706
147	0.8553011353	0.5271564758
148	0.8570329036	0.5257405936
149	0.8587646719	0.5239136548
150	0.8587646719	0.5221028939
151	0.8603040216	0.5188390068
152	0.8610736964	0.5165916783
153	0.8631903021	0.5144901749
154	0.8656917452	0.5112957466
155	0.8662690013	0.5096821302
156	0.8693477006	0.5070622632
157	0.8710794689	0.5052675018
158	0.8699249567	0.5037251392
159	0.8708870502	0.5022409414
160	0.8720415624	0.4993266965
161	0.8733884934	0.4978329011
162	0.873003656	0.4958838421
163	0.8751202617	0.49465322
164	0.8760823552	0.4926497208
165	0.8774292861	0.4907346911
166	0.880123148	0.487622989
167	0.8812776602	0.4863306807
168	0.8832018472	0.4840135257
169	0.8841639407	0.4817295746
170	0.8857032904	0.4796494621
171	0.8868578026	0.4780194315
172	0.8878198961	0.4771477413
173	0.8882047335	0.4749958227
174	0.8883971522	0.4738011748
175	0.8903213392	0.4720475886
176	0.8916682702	0.4698497154
177	0.8916682702	0.4678190211
178	0.8926303637	0.4665206813
179	0.8935924572	0.4645233977
180	0.8939772946	0.4633280647
181	0.8957090629	0.4606529639
182	0.8957090629	0.4591705301
183	0.8964787377	0.4571759578
184	0.8974408312	0.4550690242
185	0.8985953435	0.4528441299
186	0.8999422744	0.4508790406
187	0.9012892053	0.4489768777
188	0.9032133923	0.4465769267
189	0.9055224168	0.4439360842
190	0.904752742	0.4428649247
191	0.9062920916	0.4413038018
192	0.9074466038	0.4392266447
193	0.9087935347	0.4372395001
194	0.9093707908	0.4348718009
195	0.909948047	0.4327818098
196	0.9105253031	0.4313855475
197	0.9120646527	0.4301112775
198	0.9124494901	0.4284060435
199	0.913796421	0.4274314792
200	0.9145660958	0.4262334234
201	0.9145660958	0.4248706845
202	0.9155281893	0.4239460158
203	0.9164902829	0.422736733
204	0.9172599577	0.4218135096
205	0.9172599577	0.4205799956
206	0.9182220512	0.4193764566
207	0.9187993073	0.4180292296
208	0.9199538195	0.4171972713
209	0.9203386569	0.4161281284
210	0.9207234943	0.4141834542
211	0.9222628439	0.4123628454
212	0.9218780065	0.4110557178
213	0.9236097749	0.4091605548
214	0.924187031	0.4075267159
215	0.926111218	0.405811572
216	0.9266884741	0.4042674309
217	0.9268808928	0.4031447732
218	0.9259187993	0.4017054409
219	0.9263036367	0.400260729
220	0.9268808928	0.3989164148
221	0.9274581489	0.3979936202
222	0.9288050799	0.3970633438
223	0.9297671734	0.3961139032
224	0.9309216856	0.3943322464
225	0.9309216856	0.3930325471
226	0.9309216856	0.3917149413
227	0.9314989417	0.3903493552
228	0.9318837791	0.3893359289
229	0.9324610352	0.3880097745
230	0.9343852222	0.3859050381
231	0.9345776409	0.3847619719
232	0.9345776409	0.3833993174
233	0.9353473158	0.382115919
234	0.9374639215	0.3798035111
235	0.9380411776	0.3782604654
236	0.9378487589	0.3772741863
237	0.9382335963	0.3763591354
238	0.9376563402	0.3756484248
239	0.9382335963	0.3747115321
240	0.9397729459	0.3728099309
241	0.9401577833	0.370826549
242	0.9407350394	0.3699406483
243	0.9413122956	0.368758128
244	0.9424668078	0.3676001661
245	0.9426592265	0.3665385308
246	0.9418895517	0.3659486075
247	0.9428516452	0.3652487857
248	0.9430440639	0.3645601139
249	0.9440061574	0.3639824372
250	0.9438137387	0.3621994004
251	0.9443909948	0.3607188877
252	0.9453530883	0.359446133
253	0.9451606696	0.358888313
254	0.9449682509	0.3579116439
255	0.945545507	0.3563221851
256	0.945545507	0.354920636
257	0.9459303444	0.3536327444
258	0.9472772754	0.3526744383
259	0.9478545315	0.3516138191
260	0.9484317876	0.350112799
261	0.9493938811	0.3490165473
262	0.9499711372	0.3476612739
263	0.9499711372	0.3463886731
264	0.9501635559	0.3450165797
265	0.950740812	0.3437820644
266	0.9518953242	0.3422401239
267	0.9522801616	0.3412143818
268	0.9522801616	0.3404772264
269	0.9532422551	0.3387269875
270	0.9538195113	0.3375225556
271	0.95401193	0.3364676771
272	0.9542043487	0.3352364791
273	0.9543967674	0.3339220224
274	0.9543967674	0.3329188269
275	0.9549740235	0.3314602497
276	0.9553588609	0.3303653307
277	0.9567057918	0.3295620787
278	0.9568982105	0.3284922868
279	0.9582451414	0.3272318741
280	0.9590148162	0.3258537807
281	0.9593996536	0.3248935774
282	0.9599769098	0.3239849397
283	0.9595920723	0.3231729269
284	0.9599769098	0.32220654
285	0.9601693285	0.3207761238
286	0.9607465846	0.3196193975
287	0.9607465846	0.318429397
288	0.961131422	0.3178066108
289	0.9617086781	0.3161428539
290	0.9624783529	0.3148462456
291	0.9626707716	0.3139673173
292	0.9624783529	0.3133767175
293	0.963055609	0.3120178166
294	0.963055609	0.3113950863
295	0.9636328651	0.3106100835
296	0.9642101212	0.309722588
297	0.9644025399	0.3088703344
298	0.9645949586	0.3079463458
299	0.9651722147	0.3066939268
300	0.9659418896	0.3058846872
301	0.9676736579	0.3042794396
302	0.9676736579	0.3037770113
303	0.9672888205	0.3029545961
304	0.968250914	0.3020041241
305	0.9680584953	0.3012616367
306	0.968250914	0.3002120791
307	0.9688281701	0.29922975
308	0.9690205888	0.2980263401
309	0.9692130075	0.2972757413
310	0.9690205888	0.2964190181
311	0.9690205888	0.2949618773
312	0.9690205888	0.2940961674
313	0.9692130075	0.2932429
314	0.970175101	0.2918079155
315	0.9703675197	0.2909705444
316	0.9707523571	0.2903881231
317	0.9711371945	0.2893120913
318	0.9715220319	0.2883070436
319	0.9719068693	0.2874257821
320	0.9728689629	0.2866114281
321	0.9728689629	0.2858667036
322	0.9732538003	0.2848816207
323	0.9730613816	0.2844673277
324	0.9736386377	0.2835494767
325	0.9744083125	0.2822913675
326	0.9744083125	0.2815222351
327	0.9742158938	0.2806468722
328	0.9744083125	0.2798243409
329	0.9746007312	0.27911529
330	0.9746007312	0.2785539061
331	0.975370406	0.2779426546
332	0.9759476621	0.2774437181
333	0.975370406	0.27645153
334	0.9765249182	0.2753882707
335	0.9761400808	0.2747113131
336	0.9765249182	0.2741522553
337	0.9767173369	0.2731055182
338	0.9771021743	0.2720903926
339	0.9769097556	0.2712576684
340	0.9769097556	0.2707763449
341	0.9774870117	0.2698173849
342	0.9774870117	0.2687257637
343	0.9778718491	0.2674960822
344	0.9780642678	0.2665406262
345	0.9784491053	0.2659022707
346	0.978641524	0.2652731567
347	0.978641524	0.2647498425
348	0.9792187801	0.2642365129
349	0.9790263614	0.2630428301
350	0.9794111988	0.2623107244
351	0.9799884549	0.2614579803
352	0.9799884549	0.2608481524
353	0.9799884549	0.2603212254
354	0.9803732923	0.2596629113
355	0.9807581297	0.2584685948
356	0.9811429671	0.2573876387
357	0.980565711	0.2566816519
358	0.9807581297	0.2561420818
359	0.9807581297	0.2556364239
360	0.9809505484	0.2549258961
361	0.9809505484	0.2542400198
362	0.9813353858	0.2533702797
363	0.9811429671	0.2527785749
364	0.9813353858	0.2524913124
365	0.9819126419	0.2516404318
366	0.9821050606	0.2506409358
367	0.9822974793	0.2501234602
368	0.9821050606	0.249554726
369	0.9819126419	0.248571822
370	0.9819126419	0.2474545568
371	0.9822974793	0.2466160499
372	0.9826823167	0.2461411869
373	0.9828747354	0.2453908887
374	0.9830671541	0.2446362345
375	0.9836444102	0.2436758536
376	0.9830671541	0.2431418587
377	0.9832595728	0.2423228249
378	0.9836444102	0.2417253648
379	0.9834519915	0.2412553836
380	0.9838368289	0.2405931002
381	0.9842216663	0.2397931584
382	0.9853761786	0.2390803292
383	0.9849913412	0.2382538952
384	0.9849913412	0.2378932158
385	0.9851837599	0.2374806599
386	0.9849913412	0.2368105297
387	0.9853761786	0.2362159807
388	0.9859534347	0.2352826034
389	0.9861458534	0.2345947827
390	0.9861458534	0.2341821872
391	0.9863382721	0.2334910918
392	0.9861458534	0.2328123682
393	0.9863382721	0.2320156801
394	0.9863382721	0.2311658532
395	0.9867231095	0.2306657787
396	0.9873003656	0.2301663549
397	0.9874927843	0.2292945211
398	0.9880700404	0.2286581509
399	0.9878776217	0.2279661129
400	0.9878776217	0.2273707473
401	0.9878776217	0.2270106216
402	0.9880700404	0.2263979021
403	0.9880700404	0.2260255117
404	0.9882624591	0.2255764541
405	0.9882624591	0.2248881147
406	0.9884548778	0.2239717898
407	0.9890321339	0.2230041363
408	0.9894169713	0.2223854763
409	0.9892245526	0.2219614795
410	0.98960939	0.2212648197
411	0.98960939	0.220531923
412	0.9899942274	0.2198610327
413	0.9905714835	0.2191338349
414	0.9903790648	0.21855773
415	0.9905714835	0.2180210775
416	0.9905714835	0.2177399431
417	0.9903790648	0.2173529241
418	0.9903790648	0.2169589523
419	0.990956321	0.216424124
420	0.9907639023	0.2159016929
421	0.9913411584	0.2149560707
422	0.9919184145	0.2144174507
423	0.9915335771	0.2139227371
424	0.9917259958	0.2133293725
425	0.9917259958	0.2131044763
426	0.9919184145	0.2122877754
427	0.9919184145	0.2118070507
428	0.9926880893	0.2112174847
429	0.9932653454	0.2107128446
430	0.9934577641	0.2100622163
431	0.9936501828	0.2096483369
432	0.9940350202	0.2086382001
433	0.9938426015	0.2082171007
434	0.9932653454	0.2073893078
435	0.9938426015	0.2068132983
436	0.9936501828	0.2060760871
437	0.9936501828	0.2057183108
438	0.9934577641	0.2053651834
439	0.9936501828	0.2049513791
440	0.9936501828	0.2046908725
441	0.9938426015	0.2041252774
442	0.9936501828	0.2037394416
443	0.9936501828	0.2034070415
444	0.9934577641	0.2029518428
445	0.9938426015	0.2025675554
446	0.9936501828	0.2022211137
447	0.9940350202	0.2017306255
448	0.9936501828	0.2013690585
449	0.9938426015	0.2009946519
450	0.9936501828	0.2003630317
451	0.9938426015	0.1999283252
452	0.9942274389	0.1991859325
453	0.9942274389	0.1987400582
454	0.9946122763	0.1984453733
455	0.9946122763	0.1979380837
456	0.9949971137	0.1974198744
457	0.9946122763	0.196811415
458	0.9946122763	0.1963320269
459	0.994804695	0.1957123076
460	0.9949971137	0.195145954
461	0.9951895324	0.194777978
462	0.9955743698	0.1939640018
463	0.9953819511	0.1936756588
464	0.9953819511	0.1932226156
465	0.9955743698	0.1928049589
466	0.9959592072	0.1925676593
467	0.9959592072	0.1918273985
468	0.9961516259	0.1912540111
469	0.9963440446	0.1907535796
470	0.9961516259	0.1903822723
471	0.9963440446	0.1896666266
472	0.9961516259	0.189272547
473	0.9959592072	0.1889542322
474	0.9961516259	0.1884384209
475	0.9963440446	0.1876912562
476	0.9963440446	0.1871504961
477	0.9963440446	0.18673943
478	0.9963440446	0.1864521957
479	0.9965364633	0.1861238505
480	0.9965364633	0.1853094069
481	0.996728882	0.184901871
482	0.9969213008	0.184331164
483	0.9969213008	0.1840266449
484	0.9971137195	0.1835580393
485	0.9971137195	0.1832283894
486	0.9971137195	0.1826566689
487	0.9974985569	0.1819974455
488	0.9974985569	0.1814861366
489	0.9974985569	0.1809384508
490	0.9974985569	0.1803376663
491	0.9974985569	0.1799468932
492	0.9974985569	0.1795847573
493	0.9974985569	0.1792345111
494	0.9976909756	0.1789004511
495	0.9974985569	0.1786120724
496	0.9974985569	0.1782994733
497	0.9978833943	0.1777086368
498	0.9978833943	0.1771632172
499	0.9978833943	0.1767181517
500	0.9978833943	0.1761138594
501	0.998075813	0.1756528042
502	0.998075813	0.1754638224
503	0.9982682317	0.1749916109
504	0.9982682317	0.1747394903
505	0.9984606504	0.1744278816
506	0.9984606504	0.1740054276
507	0.9984606504	0.1736219157
508	0.9984606504	0.1731918809
509	0.9984606504	0.1729181537
510	0.9984606504	0.1724843469
511	0.9984606504	0.1719018573
512	0.9984606504	0.1713001718
513	0.9984606504	0.1707601371
514	0.9984606504	0.1702761829
515	0.9984606504	0.1700632972
516	0.9984606504	0.1697542978
517	0.9984606504	0.1694010709
518	0.9984606504	0.1691701674
519	0.9984606504	0.1689313301
520	0.9984606504	0.1684271734
521	0.9984606504	0.168118927
522	0.9984606504	0.1677095594
523	0.9984606504	0.1674097602
524	0.9984606504	0.167082488
525	0.9984606504	0.1668897063
526	0.9984606504	0.1663026244
527	0.9984606504	0.1658234602
528	0.9984606504	0.1654742177
529	0.9986530691	0.1649693738
530	0.9986530691	0.164683705
531	0.9986530691	0.164051592
532	0.9986530691	0.16378673
533	0.9986530691	0.1633871595
534	0.9986530691	0.1630873532
535	0.9986530691	0.1628389427
536	0.9986530691	0.1624315879
537	0.9986530691	0.1619764699
538	0.9986530691	0.1615057045
539	0.9986530691	0.1612958629
540	0.9986530691	0.1608296393
541	0.9986530691	0.1606189689
542	0.9988454878	0.1601660434
543	0.9988454878	0.1599087617
544	0.9988454878	0.1594228205
545	0.9988454878	0.1587706396
546	0.9990379065	0.1585070164
547	0.9990379065	0.1581110145
548	0.9990379065	0.157810254
549	0.9990379065	0.1576315275
550	0.9990379065	0.157205689
551	0.9990379065	0.1567459263
552	0.9990379065	0.1564104366
553	0.9990379065	0.156007603
554	0.9990379065	0.155520068
555	0.9990379065	0.1551651001
556	0.9990379065	0.1546676585
557	0.9990379065	0.1542210257
558	0.9990379065	0.1539214972
559	0.9990379065	0.1537347208
560	0.9990379065	0.1533243959
561	0.9990379065	0.1530819192
562	0.9990379065	0.1528619112
563	0.9990379065	0.1525525553
564	0.9992303252	0.1523082409
565	0.9992303252	0.1519704239
566	0.9990379065	0.1514748455
567	0.9990379065	0.151288762
568	0.9992303252	0.1509185
569	0.9992303252	0.1503656929
570	0.9992303252	0.1500180944
571	0.9992303252	0.1498130001
572	0.9994227439	0.1495567969
573	0.9994227439	0.1493151897
574	0.9994227439	0.1490948206
575	0.9994227439	0.1489138671
576	0.9994227439	0.1486033385
577	0.9994227439	0.1483255629
578	0.9994227439	0.1480424775
579	0.9994227439	0.1476847376
580	0.9994227439	0.1474299758
581	0.9994227439	0.1471700646
582	0.9994227439	0.1466752334
583	0.9996151626	0.1463865201
584	0.9996151626	0.1462161377
585	0.9994227439	0.1460001309
586	0.9996151626	0.1456321442
587	0.9994227439	0.1452709299
588	0.9992303252	0.1449761781
589	0.9990379065	0.1447932436
590	0.9992303252	0.1445716111
591	0.9992303252	0.1443777411
592	0.9994227439	0.1441435254
593	0.9996151626	0.143929273
594	0.9996151626	0.1435970733
595	0.9996151626	0.1432594182
596	0.9996151626	0.1429529107
597	0.9996151626	0.1427214184
598	0.9996151626	0.142544882
599	0.9996151626	0.1422656487
600	0.9996151626	0.142017764
601	0.9996151626	0.1416975521
602	0.9996151626	0.141379994
603	0.9996151626	0.1411054178
604	0.9996151626	0.1407353506
605	0.9996151626	0.1404833529
606	0.9996151626	0.1403153087
607	0.9996151626	0.1399680476
608	0.9996151626	0.1397209352
609	0.9996151626	0.1393749424
610	0.9996151626	0.1391830581
611	0.9996151626	0.1388648457
612	0.9996151626	0.1386795083
613	0.9996151626	0.138540862
614	0.9996151626	0.1382549094
615	0.9996151626	0.1379512616
616	0.9996151626	0.1376798305
617	0.9996151626	0.1373113986
618	0.9996151626	0.1371315763
619	0.9996151626	0.1370738546
620	0.9996151626	0.1367768279
621	0.9996151626	0.1364288195
622	0.9996151626	0.1362562785
623	0.9996151626	0.1361039506
624	0.9996151626	0.1357856428
625	0.9996151626	0.1353353164
626	0.9996151626	0.1351427564
627	0.9996151626	0.1348731209
628	0.9996151626	0.134593906
629	0.9996151626	0.1343735926
630	0.9996151626	0.1340419913
631	0.9996151626	0.133683493
632	0.9996151626	0.1334591001
633	0.9996151626	0.1332493601
634	0.9996151626	0.1330459844
635	0.9996151626	0.1327944662
636	0.9996151626	0.1326124246
637	0.9996151626	0.1322147817
638	0.9996151626	0.1318477423
639	0.9996151626	0.1315988235
640	0.9996151626	0.1314222658
641	0.9996151626	0.1312067264
642	0.9996151626	0.1308769738
643	0.9996151626	0.1307373344
644	0.9996151626	0.1304192323
645	0.9996151626	0.1301572395
646	0.9996151626	0.1298292731
647	0.9996151626	0.1295746134
648	0.9996151626	0.1293039462
649	0.9996151626	0.1288633498
650	0.9998075813	0.1284822623
651	0.9998075813	0.1281590569
652	0.9996151626	0.1279492713
653	0.9998075813	0.1277089325
654	0.9996151626	0.127389182
655	0.9996151626	0.127219993
656	0.9998075813	0.1268808195
657	0.9998075813	0.1267092035
658	0.9998075813	0.1264746739
659	0.9998075813	0.1261149512
660	0.9998075813	0.1258150772
661	0.9998075813	0.1255777562
662	0.9998075813	0.1254562158
663	0.9998075813	0.1253530103
664	0.9998075813	0.1250246411
665	0.9998075813	0.1247599126
666	0.9998075813	0.1245578054
667	0.9998075813	0.124369957
668	0.9998075813	0.1241521167
669	0.9998075813	0.1239802715
670	0.9998075813	0.1237606799
671	0.9998075813	0.1235773743
672	0.9998075813	0.1233338653
673	0.9998075813	0.1231746179
674	0.9998075813	0.1230801215
675	0.9998075813	0.122838199
676	0.9998075813	0.122584599
677	0.9998075813	0.1222851042
678	0.9998075813	0.1219893094
679	0.9998075813	0.1218222558
680	0.9998075813	0.1216704574
681	0.9998075813	0.121511727
682	0.9998075813	0.1211584088
683	0.9998075813	0.1208875618
684	0.9998075813	0.1207564454
685	0.9998075813	0.120448134
686	0.9998075813	0.1200825914
687	0.9998075813	0.11977404
688	1	0.1195437031
689	1	0.1193947125
690	1	0.119151137
691	1	0.1189080054
692	1	0.1187415516
693	1	0.1184955655
694	1	0.1182612991
695	1	0.117971942
696	1	0.1177147428
697	1	0.1175548433
698	1	0.1174018003
699	1	0.1172583339
700	1	0.1170943081
701	1	0.116907588
702	1	0.1166832815
703	1	0.1164388657
704	1	0.1161818526
705	1	0.116020635
706	1	0.1157840897
707	1	0.1156582716
708	1	0.1154012611
709	1	0.1152380277
710	1	0.1150607593
711	1	0.1148770028
712	1	0.114731365
713	1	0.1145980038
714	1	0.1143211096
715	1	0.1140565908
716	1	0.1138747439
717	1	0.1135647539
718	1	0.1134183739
719	1	0.1131238572
720	1	0.112844323
721	1	0.1127059102
722	1	0.1124233053
723	1	0.1121762217
724	1	0.1119273539
725	1	0.1117369996
726	1	0.1116019425
727	1	0.1113983708
728	1	0.1111855302
729	1	0.1110434604
730	1	0.1109055393
731	1	0.110775352
732	1	0.1105289962
733	1	0.1102531512
734	1	0.1100796809
735	1	0.1099532685
736	1	0.1097456789
737	1	0.1096105807
738	1	0.1094264278
739	1	0.1092091799
740	1	0.1091297455
741	1	0.1089296421
742	1	0.108760817
743	1	0.1086235706
744	1	0.1084539322
745	1	0.1081668846
746	1	0.1079369215
747	1	0.1077458445
748	1	0.1075662814
749	1	0.1075101167
750	1	0.1073188222
751	1	0.1071058207
752	1	0.1068861916
753	1	0.1066544851
754	1	0.1064863641
755	1	0.1063028839
756	1	0.1060765278
757	1	0.1059097595
758	1	0.105778222
759	1	0.1055499195
760	1	0.1052235619
761	1	0.1051131923
762	1	0.1050077197
763	1	0.1048475035
764	1	0.1046703493
765	1	0.104507436
766	1	0.1043535306
767	1	0.1042488796
768	1	0.1041538715
769	1	0.1040202803
770	1	0.1038031736
771	1	0.1036661983
772	1	0.1034823578
773	1	0.1032487218
774	1	0.10310277
775	1	0.1029402594
776	1	0.1027062828
777	1	0.1025911869
778	1	0.1023564122
779	1	0.1021776986
780	1	0.1019732399
781	1	0.1017720626
782	1	0.101691856
783	1	0.1014299075
784	1	0.1011483038
785	1	0.1010156699
786	1	0.1008328392
787	1	0.1006881813
788	1	0.1004548065
789	1	0.1002973928
790	1	0.100179485
791	1	0.09997284283
792	1	0.09985573586
793	1	0.09977113737
794	1	0.09970516231
795	1	0.09946766695
796	1	0.0993198894
797	1	0.09908844182
798	1	0.09892161639
799	1	0.09874283826
800	1	0.09860501477
801	1	0.09846630185
802	1	0.09828020623
803	1	0.09819461587
804	1	0.09807424396
805	1	0.09785319982
806	1	0.09768426034
807	1	0.09755617472
808	1	0.09735555754
809	1	0.09724658602
810	1	0.09711143216
811	1	0.09687207031
812	1	0.09668783169
813	1	0.09659122785
814	1	0.09646356822
815	1	0.09632784766
816	1	0.09623440987
817	1	0.0960660231
818	1	0.09595791583
819	1	0.09581310619
820	1	0.09571050347
821	1	0.09551295886
822	1	0.09533657562
823	1	0.09522503586
824	1	0.09510372708
825	1	0.09490497213
826	1	0.09476907321
827	1	0.0946492098
828	1	0.0945562234
829	1	0.09447054575
830	1	0.09432245183
831	1	0.09422747413
832	1	0.09409445444
833	1	0.09384548391
834	1	0.09363812468
835	1	0.09350289102
836	1	0.09338970224
837	1	0.09323568177
838	1	0.09307362369
839	1	0.09296572281
840	1	0.09287038877
841	1	0.0926870679
842	1	0.0925381233
843	1	0.09237913086
844	1	0.09223782672
845	1	0.09202369695
846	1	0.09189847676
847	1	0.09173568473
848	1	0.09159644278
849	1	0.09141926774
850	1	0.09128597098
851	1	0.09113869025
852	1	0.09096947877
853	1	0.09082256715
854	1	0.09075074084
855	1	0.09065597321
856	1	0.09050013554
857	1	0.0903236954
858	1	0.09025266096
859	1	0.09009743857
860	1	0.08991613881
861	1	0.08983453632
862	1	0.08970572514
863	1	0.08953678852
864	1	0.0894000344
865	1	0.08930533328
866	1	0.08914889256
867	1	0.08900172996
868	1	0.08878855982
869	1	0.08870884868
870	1	0.08860287897
871	1	0.08845733276
872	1	0.08837545092
873	1	0.08819440863
874	1	0.08796426395
875	1	0.08781794566
876	1	0.08778017179
877	1	0.08762702952
878	1	0.08744191238
879	1	0.08730641997
880	1	0.08719840694
881	1	0.08703316984
882	1	0.08694095523
883	1	0.08680255668
884	1	0.08669700951
885	1	0.086587183
886	1	0.08644035568
887	1	0.08624597948
888	1	0.08616279038
889	1	0.08594583214
890	1	0.08577216853
891	1	0.08563355941
892	1	0.08554652251
893	1	0.08538787485
894	1	0.08527685368
895	1	0.08515752899
896	1	0.08499844189
897	1	0.08492458892
898	1	0.08479939192
899	1	0.08470579533
900	1	0.08460696869
901	1	0.0845009708
902	1	0.08443392914
903	1	0.0843347792
904	1	0.08428702978
905	1	0.08420635325
906	1	0.0840607659
907	1	0.08389978783
908	1	0.08375066989
909	1	0.08361969666
910	1	0.08347721586
911	1	0.08338653679
912	1	0.08326230368
913	1	0.08319069498
914	1	0.08309895536
915	1	0.08302920276
916	1	0.08288765296
917	1	0.08279570399
918	1	0.08264589404
919	1	0.08254333942
920	1	0.08241376651
921	1	0.08229300794
922	1	0.08214725786
923	1	0.08202679143
924	1	0.0819299878
925	1	0.08180914968
926	1	0.08167131947
927	1	0.08155428205
928	1	0.0814451808
929	1	0.0813590236
930	1	0.08117972732
931	1	0.08109191895
932	1	0.08102482462
933	1	0.08089716575
934	1	0.08080601562
935	1	0.0807433786
936	1	0.08057327678
937	1	0.08046676674
938	1	0.08034877594
939	1	0.08023678935
940	1	0.08011407836
941	1	0.08000294214
942	1	0.07990033808
943	1	0.07975966612
944	1	0.07969097193
945	1	0.07962630982
946	1	0.0795294106
947	1	0.07945390244
948	1	0.07930939453
949	1	0.07924579678
950	1	0.07920571939
951	1	0.079032064
952	1	0.07892522014
953	1	0.07876975983
954	1	0.07869215366
955	1	0.07860982426
956	1	0.07848651167
957	1	0.07834755366
958	1	0.07824431501
959	1	0.07814178718
960	1	0.07802866115
961	1	0.07793008948
962	1	0.07777769919
963	1	0.07765159193
964	1	0.07752295609
965	1	0.07742336332
966	1	0.07732345246
967	1	0.07723187282
968	1	0.07712581576
969	1	0.07699725083
